,name,author,stars,ratings,goodreads_score,goodreads_link,get_copy,page_count,published_date,amazon_link
965,The Guardian,Nicholas Sparks,4.16,175007,7523,https://www.goodreads.com/book/show/15925.The_Guardian,https://www.goodreads.com/book/15925.The_Guardian/get_a_copy,400.0,"January 1, 2003",https://www.goodreads.com/book_link/follow/1?book_id=15925&source=compareprices
966,"Lady Midnight (The Dark Artifices, #1)",Cassandra Clare,4.37,212663,7504,https://www.goodreads.com/book/show/25494343-lady-midnight,https://www.goodreads.com/book/25494343-lady-midnight/get_a_copy,688.0,"March 8, 2016",https://www.goodreads.com/book_link/follow/1?book_id=25494343&source=compareprices
967,"Hatchet (Brian's Saga, #1)",Gary Paulsen,3.76,363549,7499,https://www.goodreads.com/book/show/50.Hatchet,https://www.goodreads.com/book/50.Hatchet/get_a_copy,208.0,"September 30, 1987",https://www.goodreads.com/book_link/follow/1?book_id=50&source=compareprices
968,"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,4.23,371402,7482,https://www.goodreads.com/book/show/52439531-the-inheritance-games,https://www.goodreads.com/book/52439531-the-inheritance-games/get_a_copy,376.0,"September 1, 2020",https://www.goodreads.com/book_link/follow/1?book_id=52439531&source=compareprices
969,The Tempest,William Shakespeare,3.79,197010,7433,https://www.goodreads.com/book/show/12985.The_Tempest,https://www.goodreads.com/book/12985.The_Tempest/get_a_copy,218.0,"January 1, 1611",https://www.goodreads.com/book_link/follow/1?book_id=12985&source=compareprices
970,"Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose",Diamante Lavendar,4.29,1543,7414,https://www.goodreads.com/book/show/40593473-finding-hope-in-the-darkness-of-grief,https://www.goodreads.com/book/40593473-finding-hope-in-the-darkness-of-grief/get_a_copy,74.0,"June 16, 2018",https://www.goodreads.com/book_link/follow/1?book_id=40593473&source=compareprices
971,Along for the Ride,Sarah Dessen,4.04,201955,7410,https://www.goodreads.com/book/show/5664985-along-for-the-ride,https://www.goodreads.com/book/5664985-along-for-the-ride/get_a_copy,383.0,"June 16, 2009",https://www.goodreads.com/book_link/follow/1?book_id=5664985&source=compareprices
972,The Maltese Falcon,Dashiell Hammett,3.89,100687,7370,https://www.goodreads.com/book/show/29999.The_Maltese_Falcon,https://www.goodreads.com/book/29999.The_Maltese_Falcon/get_a_copy,213.0,"January 1, 1930",https://www.goodreads.com/book_link/follow/1?book_id=29999&source=compareprices
973,Songs of Innocence and of Experience,William Blake,4.1,45944,7367,https://www.goodreads.com/book/show/171547.Songs_of_Innocence_and_of_Experience,https://www.goodreads.com/book/171547.Songs_of_Innocence_and_of_Experience/get_a_copy,56.0,"January 1, 1794",https://www.goodreads.com/book_link/follow/1?book_id=171547&source=compareprices
974,"Keeper of the Lost Cities (Keeper of the Lost Cities, #1)",Shannon Messenger,4.43,61378,7336,https://www.goodreads.com/book/show/12842828-keeper-of-the-lost-cities,https://www.goodreads.com/book/12842828-keeper-of-the-lost-cities/get_a_copy,496.0,"October 2, 2012",https://www.goodreads.com/book_link/follow/1?book_id=12842828&source=compareprices
975,"The Last of the Mohicans (The Leatherstocking Tales, #2)",James Fenimore Cooper,3.7,95005,7328,https://www.goodreads.com/book/show/38296.The_Last_of_the_Mohicans,https://www.goodreads.com/book/38296.The_Last_of_the_Mohicans/get_a_copy,410.0,"February 1, 1826",https://www.goodreads.com/book_link/follow/1?book_id=38296&source=compareprices
976,Running with Scissors,Augusten Burroughs,3.75,379399,7327,https://www.goodreads.com/book/show/242006.Running_with_Scissors,https://www.goodreads.com/book/242006.Running_with_Scissors/get_a_copy,304.0,"July 10, 2002",https://www.goodreads.com/book_link/follow/1?book_id=242006&source=compareprices
977,"Unearthly (Unearthly, #1)",Cynthia Hand,4.02,125927,7312,https://www.goodreads.com/book/show/7488244-unearthly,https://www.goodreads.com/book/7488244-unearthly/get_a_copy,435.0,"January 4, 2011",https://www.goodreads.com/book_link/follow/1?book_id=7488244&source=compareprices
978,Requiem for a Dream,Hubert Selby Jr.,4.1,57974,7309,https://www.goodreads.com/book/show/46945.Requiem_for_a_Dream,https://www.goodreads.com/book/46945.Requiem_for_a_Dream/get_a_copy,279.0,"January 1, 1978",https://www.goodreads.com/book_link/follow/1?book_id=46945&source=compareprices
979,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,4.48,358985,7290,https://www.goodreads.com/book/show/44778083-house-of-earth-and-blood,https://www.goodreads.com/book/44778083-house-of-earth-and-blood/get_a_copy,803.0,"March 3, 2020",https://www.goodreads.com/book_link/follow/1?book_id=44778083&source=compareprices
980,A Doll's House,Henrik Ibsen,3.75,131008,7287,https://www.goodreads.com/book/show/37793.A_Doll_s_House,https://www.goodreads.com/book/37793.A_Doll_s_House/get_a_copy,122.0,"January 1, 1879",https://www.goodreads.com/book_link/follow/1?book_id=37793&source=compareprices
981,"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,3.73,1582260,7266,https://www.goodreads.com/book/show/1162543.Breaking_Dawn,https://www.goodreads.com/book/1162543.Breaking_Dawn/get_a_copy,756.0,"August 2, 2008",https://www.goodreads.com/book_link/follow/1?book_id=1162543&source=compareprices
982,The Razor's Edge,W. Somerset Maugham,4.19,44442,7257,https://www.goodreads.com/book/show/31196.The_Razor_s_Edge,https://www.goodreads.com/book/31196.The_Razor_s_Edge/get_a_copy,314.0,"January 1, 1944",https://www.goodreads.com/book_link/follow/1?book_id=31196&source=compareprices
983,"Hogfather (Discworld, #20; Death, #4)",Terry Pratchett,4.24,88346,7255,https://www.goodreads.com/book/show/34532.Hogfather,https://www.goodreads.com/book/34532.Hogfather/get_a_copy,432.0,"January 1, 1996",https://www.goodreads.com/book_link/follow/1?book_id=34532&source=compareprices
984,"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,4.05,313100,7241,https://www.goodreads.com/book/show/28877.Red_Dragon,https://www.goodreads.com/book/28877.Red_Dragon/get_a_copy,454.0,"October 1, 1981",https://www.goodreads.com/book_link/follow/1?book_id=28877&source=compareprices
985,The Pilgrim's Progress,John Bunyan,4.03,127778,7236,https://www.goodreads.com/book/show/29797.The_Pilgrim_s_Progress,https://www.goodreads.com/book/29797.The_Pilgrim_s_Progress/get_a_copy,324.0,"January 1, 1684",https://www.goodreads.com/book_link/follow/1?book_id=29797&source=compareprices
986,The Complete Persepolis,Marjane Satrapi,4.39,164182,7229,https://www.goodreads.com/book/show/991197.The_Complete_Persepolis,https://www.goodreads.com/book/991197.The_Complete_Persepolis/get_a_copy,341.0,"January 1, 2003",https://www.goodreads.com/book_link/follow/1?book_id=991197&source=compareprices
987,Smilla's Sense of Snow,Tiina Nunnally,3.74,47092,7226,https://www.goodreads.com/book/show/124509.Smilla_s_Sense_of_Snow,https://www.goodreads.com/book/124509.Smilla_s_Sense_of_Snow/get_a_copy,469.0,"January 1, 1992",https://www.goodreads.com/book_link/follow/1?book_id=124509&source=compareprices
988,"Blue Bloods (Blue Bloods, #1)",Melissa de la Cruz,3.69,138802,7224,https://www.goodreads.com/book/show/872333.Blue_Bloods,https://www.goodreads.com/book/872333.Blue_Bloods/get_a_copy,302.0,"March 27, 2006",https://www.goodreads.com/book_link/follow/1?book_id=872333&source=compareprices
989,Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth,Steve Snyder,4.21,8763,7193,https://www.goodreads.com/book/show/22881898-shot-down,https://www.goodreads.com/book/22881898-shot-down/get_a_copy,376.0,"August 15, 2014",https://www.goodreads.com/book_link/follow/1?book_id=22881898&source=compareprices
990,Suzanne's Diary for Nicholas,James Patterson,4.17,146935,7186,https://www.goodreads.com/book/show/7494.Suzanne_s_Diary_for_Nicholas,https://www.goodreads.com/book/7494.Suzanne_s_Diary_for_Nicholas/get_a_copy,289.0,"January 1, 2001",https://www.goodreads.com/book_link/follow/1?book_id=7494&source=compareprices
991,The Man in the High Castle,Philip K. Dick,3.61,197945,7176,https://www.goodreads.com/book/show/216363.The_Man_in_the_High_Castle,https://www.goodreads.com/book/216363.The_Man_in_the_High_Castle/get_a_copy,259.0,"October 1, 1962",https://www.goodreads.com/book_link/follow/1?book_id=216363&source=compareprices
992,"Dirk Gently's Holistic Detective Agency (Dirk Gently, #1)",Douglas Adams,3.97,134914,7174,https://www.goodreads.com/book/show/365.Dirk_Gently_s_Holistic_Detective_Agency,https://www.goodreads.com/book/365.Dirk_Gently_s_Holistic_Detective_Agency/get_a_copy,306.0,"May 15, 1987",https://www.goodreads.com/book_link/follow/1?book_id=365&source=compareprices
993,A Passage to India,E.M. Forster,3.68,76253,7170,https://www.goodreads.com/book/show/45195.A_Passage_to_India,https://www.goodreads.com/book/45195.A_Passage_to_India/get_a_copy,376.0,"January 1, 1924",https://www.goodreads.com/book_link/follow/1?book_id=45195&source=compareprices
994,The Client,John Grisham,4.04,430794,7134,https://www.goodreads.com/book/show/5359.The_Client,https://www.goodreads.com/book/5359.The_Client/get_a_copy,483.0,"March 1, 1993",https://www.goodreads.com/book_link/follow/1?book_id=5359&source=compareprices
995,The Collector,John Fowles,3.98,71469,7123,https://www.goodreads.com/book/show/243705.The_Collector,https://www.goodreads.com/book/243705.The_Collector/get_a_copy,283.0,"May 1, 1963",https://www.goodreads.com/book_link/follow/1?book_id=243705&source=compareprices
996,Eleven Minutes,Paulo Coelho,3.71,168302,7103,https://www.goodreads.com/book/show/1430.Eleven_Minutes,https://www.goodreads.com/book/1430.Eleven_Minutes/get_a_copy,273.0,"January 1, 2003",https://www.goodreads.com/book_link/follow/1?book_id=1430&source=compareprices
997,A Bend in the Road,Nicholas Sparks,4.04,149601,7091,https://www.goodreads.com/book/show/3463.A_Bend_in_the_Road,https://www.goodreads.com/book/3463.A_Bend_in_the_Road/get_a_copy,341.0,"September 18, 2001",https://www.goodreads.com/book_link/follow/1?book_id=3463&source=compareprices
998,Eugene Onegin,Alexander Pushkin,4.1,59888,7088,https://www.goodreads.com/book/show/27822.Eugene_Onegin,https://www.goodreads.com/book/27822.Eugene_Onegin/get_a_copy,240.0,"January 1, 1833",https://www.goodreads.com/book_link/follow/1?book_id=27822&source=compareprices
999,"Everything, Everything",Nicola Yoon,4.0,562009,7081,https://www.goodreads.com/book/show/18692431-everything-everything,https://www.goodreads.com/book/18692431-everything-everything/get_a_copy,312.0,"September 1, 2015",https://www.goodreads.com/book_link/follow/1?book_id=18692431&source=compareprices
1000,Walks Away Woman,Ki Longfellow,4.37,1140,7074,https://www.goodreads.com/book/show/19405702-walks-away-woman,https://www.goodreads.com/book/19405702-walks-away-woman/get_a_copy,254.0,"November 29, 2013",https://www.goodreads.com/book_link/follow/1?book_id=19405702&source=compareprices
1002,The Great Divorce,C.S. Lewis,4.3,135129,7071,https://www.goodreads.com/book/show/25845273-the-great-divorce,https://www.goodreads.com/book/25845273-the-great-divorce/get_a_copy,146.0,"January 1, 1946",https://www.goodreads.com/book_link/follow/1?book_id=25845273&source=compareprices
1003,Factotum,Charles Bukowski,3.93,65710,7030,https://www.goodreads.com/book/show/497199.Factotum,https://www.goodreads.com/book/497199.Factotum/get_a_copy,208.0,"January 1, 1975",https://www.goodreads.com/book_link/follow/1?book_id=497199&source=compareprices
1004,Normal People,Sally Rooney,3.82,1052969,7025,https://www.goodreads.com/book/show/41057294-normal-people,https://www.goodreads.com/book/41057294-normal-people/get_a_copy,273.0,"August 28, 2018",https://www.goodreads.com/book_link/follow/1?book_id=41057294&source=compareprices
1005,"Beastly (Beastly, #1; Kendra Chronicles, #1)",Alex Flinn,3.82,174764,7023,https://www.goodreads.com/book/show/544891.Beastly,https://www.goodreads.com/book/544891.Beastly/get_a_copy,336.0,"October 2, 2007",https://www.goodreads.com/book_link/follow/1?book_id=544891&source=compareprices
1006,"The Devil Wears Prada (The Devil Wears Prada, #1)",Lauren Weisberger,3.78,856853,7020,https://www.goodreads.com/book/show/5139.The_Devil_Wears_Prada,https://www.goodreads.com/book/5139.The_Devil_Wears_Prada/get_a_copy,432.0,"April 15, 2003",https://www.goodreads.com/book_link/follow/1?book_id=5139&source=compareprices
1007,"Point of Retreat (Slammed, #2)",Colleen Hoover,4.22,177114,7017,https://www.goodreads.com/book/show/19390926-point-of-retreat,https://www.goodreads.com/book/19390926-point-of-retreat/get_a_copy,320.0,"February 25, 2012",https://www.goodreads.com/book_link/follow/1?book_id=19390926&source=compareprices
1008,"Dead Witch Walking (The Hollows, #1)",Kim Harrison,4.03,122350,6991,https://www.goodreads.com/book/show/30264.Dead_Witch_Walking,https://www.goodreads.com/book/30264.Dead_Witch_Walking/get_a_copy,416.0,"April 1, 2004",https://www.goodreads.com/book_link/follow/1?book_id=30264&source=compareprices
1009,"Lover Enshrined (Black Dagger Brotherhood, #6)",J.R. Ward,4.11,113852,6985,https://www.goodreads.com/book/show/1240662.Lover_Enshrined,https://www.goodreads.com/book/1240662.Lover_Enshrined/get_a_copy,560.0,"June 3, 2008",https://www.goodreads.com/book_link/follow/1?book_id=1240662&source=compareprices
1010,Turtles All the Way Down,John Green,3.91,501819,6972,https://www.goodreads.com/book/show/35504431-turtles-all-the-way-down,https://www.goodreads.com/book/35504431-turtles-all-the-way-down/get_a_copy,290.0,"October 10, 2017",https://www.goodreads.com/book_link/follow/1?book_id=35504431&source=compareprices
1011,The Short Second Life of Bree Tanner,Stephenie Meyer,3.51,208204,6967,https://www.goodreads.com/book/show/7937462-the-short-second-life-of-bree-tanner,https://www.goodreads.com/book/7937462-the-short-second-life-of-bree-tanner/get_a_copy,178.0,"June 1, 2009",https://www.goodreads.com/book_link/follow/1?book_id=7937462&source=compareprices
1012,Birdsong: A Novel of Love and War,Sebastian Faulks,4.1,75272,6963,https://www.goodreads.com/book/show/6259.Birdsong,https://www.goodreads.com/book/6259.Birdsong/get_a_copy,483.0,"September 27, 1993",https://www.goodreads.com/book_link/follow/1?book_id=6259&source=compareprices
1013,Forbidden,Tabitha Suzuma,3.99,68725,6958,https://www.goodreads.com/book/show/7600924-forbidden,https://www.goodreads.com/book/7600924-forbidden/get_a_copy,418.0,"May 27, 2010",https://www.goodreads.com/book_link/follow/1?book_id=7600924&source=compareprices
1014,"Magician (The Riftwar Saga, #1-2)",Raymond E. Feist,4.31,64878,6952,https://www.goodreads.com/book/show/43916.Magician,https://www.goodreads.com/book/43916.Magician/get_a_copy,681.0,"October 1, 1982",https://www.goodreads.com/book_link/follow/1?book_id=43916&source=compareprices
1015,Momo,Michael Ende,4.33,71299,6935,https://www.goodreads.com/book/show/68811.Momo,https://www.goodreads.com/book/68811.Momo/get_a_copy,304.0,"January 1, 1973",https://www.goodreads.com/book_link/follow/1?book_id=68811&source=compareprices
1016,And the Mountains Echoed,Khaled Hosseini,4.07,348741,6919,https://www.goodreads.com/book/show/16115612-and-the-mountains-echoed,https://www.goodreads.com/book/16115612-and-the-mountains-echoed/get_a_copy,404.0,"February 29, 2012",https://www.goodreads.com/book_link/follow/1?book_id=16115612&source=compareprices
1017,"Hex Hall (Hex Hall, #1)",Rachel Hawkins,3.93,139623,6898,https://www.goodreads.com/book/show/5287473-hex-hall,https://www.goodreads.com/book/5287473-hex-hall/get_a_copy,323.0,"March 2, 2010",https://www.goodreads.com/book_link/follow/1?book_id=5287473&source=compareprices
1018,Fingersmith,Sarah Waters,4.02,98454,6863,https://www.goodreads.com/book/show/8913370-fingersmith,https://www.goodreads.com/book/8913370-fingersmith/get_a_copy,592.0,"October 1, 2002",https://www.goodreads.com/book_link/follow/1?book_id=8913370&source=compareprices
1019,Timeline,Michael Crichton,3.86,200050,6862,https://www.goodreads.com/book/show/7669.Timeline,https://www.goodreads.com/book/7669.Timeline/get_a_copy,489.0,"November 16, 1999",https://www.goodreads.com/book_link/follow/1?book_id=7669&source=compareprices
1020,The Kitchen God's Wife,Amy Tan,4.03,81904,6860,https://www.goodreads.com/book/show/12557.The_Kitchen_God_s_Wife,https://www.goodreads.com/book/12557.The_Kitchen_God_s_Wife/get_a_copy,416.0,"January 1, 1991",https://www.goodreads.com/book_link/follow/1?book_id=12557&source=compareprices
1021,"Anansi Boys (American Gods, #2)",Neil Gaiman,4.04,213271,6852,https://www.goodreads.com/book/show/2744.Anansi_Boys,https://www.goodreads.com/book/2744.Anansi_Boys/get_a_copy,387.0,"September 20, 2005",https://www.goodreads.com/book_link/follow/1?book_id=2744&source=compareprices
1022,"Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)",Rick Riordan,4.54,43620,6819,https://www.goodreads.com/book/show/3165162-percy-jackson-and-the-olympians,https://www.goodreads.com/book/3165162-percy-jackson-and-the-olympians/get_a_copy,1032.0,"September 16, 2008",https://www.goodreads.com/book_link/follow/1?book_id=3165162&source=compareprices
1023,"Caraval (Caraval, #1)",Stephanie Garber,4.0,327474,6815,https://www.goodreads.com/book/show/27883214-caraval,https://www.goodreads.com/book/27883214-caraval/get_a_copy,407.0,"September 29, 2016",https://www.goodreads.com/book_link/follow/1?book_id=27883214&source=compareprices
1024,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,4.08,255853,6713,https://www.goodreads.com/book/show/693208.The_Absolutely_True_Diary_of_a_Part_Time_Indian,https://www.goodreads.com/book/693208.The_Absolutely_True_Diary_of_a_Part_Time_Indian/get_a_copy,230.0,"September 12, 2007",https://www.goodreads.com/book_link/follow/1?book_id=693208&source=compareprices
1025,The Crying of Lot 49,Thomas Pynchon,3.69,81127,6699,https://www.goodreads.com/book/show/2794.The_Crying_of_Lot_49,https://www.goodreads.com/book/2794.The_Crying_of_Lot_49/get_a_copy,152.0,"January 1, 1966",https://www.goodreads.com/book_link/follow/1?book_id=2794&source=compareprices
1026,Germinal,Émile Zola,4.17,34734,6696,https://www.goodreads.com/book/show/28407.Germinal,https://www.goodreads.com/book/28407.Germinal/get_a_copy,592.0,"January 1, 1885",https://www.goodreads.com/book_link/follow/1?book_id=28407&source=compareprices
1027,"The Indigo Spell (Bloodlines, #3)",Richelle Mead,4.36,100203,6691,https://www.goodreads.com/book/show/8709526-the-indigo-spell,https://www.goodreads.com/book/8709526-the-indigo-spell/get_a_copy,401.0,"February 12, 2013",https://www.goodreads.com/book_link/follow/1?book_id=8709526&source=compareprices
1028,Lock and Key,Sarah Dessen,4.0,147529,6678,https://www.goodreads.com/book/show/1295102.Lock_and_Key,https://www.goodreads.com/book/1295102.Lock_and_Key/get_a_copy,432.0,"April 22, 2008",https://www.goodreads.com/book_link/follow/1?book_id=1295102&source=compareprices
1029,"Tropic of Cancer (Tropic, #1)",Henry Miller,3.67,68694,6663,https://www.goodreads.com/book/show/249.Tropic_of_Cancer,https://www.goodreads.com/book/249.Tropic_of_Cancer/get_a_copy,318.0,"January 1, 1934",https://www.goodreads.com/book_link/follow/1?book_id=249&source=compareprices
1030,"Across the Universe (Across the Universe, #1)",Beth Revis,3.77,116921,6656,https://www.goodreads.com/book/show/8235178-across-the-universe,https://www.goodreads.com/book/8235178-across-the-universe/get_a_copy,399.0,"January 11, 2011",https://www.goodreads.com/book_link/follow/1?book_id=8235178&source=compareprices
1031,"Vicious (Villains, #1)",V.E. Schwab,4.23,188638,6644,https://www.goodreads.com/book/show/40874032-vicious,https://www.goodreads.com/book/40874032-vicious/get_a_copy,366.0,"September 24, 2013",https://www.goodreads.com/book_link/follow/1?book_id=40874032&source=compareprices
1033,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,4.29,47423,6640,https://www.goodreads.com/book/show/24113.G_del_Escher_Bach,https://www.goodreads.com/book/24113.G_del_Escher_Bach/get_a_copy,756.0,"April 1, 1979",https://www.goodreads.com/book_link/follow/1?book_id=24113&source=compareprices
1034,The Waves,Virginia Woolf,4.15,37277,6624,https://www.goodreads.com/book/show/46114.The_Waves,https://www.goodreads.com/book/46114.The_Waves/get_a_copy,297.0,"October 1, 1931",https://www.goodreads.com/book_link/follow/1?book_id=46114&source=compareprices
1035,"The Iron Queen (The Iron Fey, #3)",Julie Kagawa,4.2,104143,6623,https://www.goodreads.com/book/show/8685612-the-iron-queen,https://www.goodreads.com/book/8685612-the-iron-queen/get_a_copy,384.0,"January 25, 2011",https://www.goodreads.com/book_link/follow/1?book_id=8685612&source=compareprices
1036,"Go, Dog. Go!",P.D. Eastman,4.13,88331,6605,https://www.goodreads.com/book/show/460548.Go_Dog_Go_,https://www.goodreads.com/book/460548.Go_Dog_Go_/get_a_copy,64.0,"January 1, 1961",https://www.goodreads.com/book_link/follow/1?book_id=460548&source=compareprices
1037,Lunar Park,Bret Easton Ellis,3.63,27391,6600,https://www.goodreads.com/book/show/4031.Lunar_Park,https://www.goodreads.com/book/4031.Lunar_Park/get_a_copy,404.0,"August 16, 2005",https://www.goodreads.com/book_link/follow/1?book_id=4031&source=compareprices
1038,"Memnoch the Devil (The Vampire Chronicles, #5)",Anne Rice,3.76,79472,6553,https://www.goodreads.com/book/show/31338.Memnoch_the_Devil,https://www.goodreads.com/book/31338.Memnoch_the_Devil/get_a_copy,354.0,"July 3, 1995",https://www.goodreads.com/book_link/follow/1?book_id=31338&source=compareprices
1039,"Matching Configurations (Quantum Roots, #3)",Kyle Keyes,4.31,4764,6550,https://www.goodreads.com/book/show/44790978-matching-configurations,https://www.goodreads.com/book/44790978-matching-configurations/get_a_copy,296.0,"March 25, 2019",https://www.goodreads.com/book_link/follow/1?book_id=44790978&source=compareprices
1040,"Nightshade (Nightshade, #1; Nightshade World, #4)",Andrea Cremer,4.01,82674,6548,https://www.goodreads.com/book/show/7402393-nightshade,https://www.goodreads.com/book/7402393-nightshade/get_a_copy,452.0,"October 19, 2010",https://www.goodreads.com/book_link/follow/1?book_id=7402393&source=compareprices
1041,A River Runs Through It and Other Stories,Norman Maclean,4.18,25308,6534,https://www.goodreads.com/book/show/30043.A_River_Runs_Through_It_and_Other_Stories,https://www.goodreads.com/book/30043.A_River_Runs_Through_It_and_Other_Stories/get_a_copy,217.0,"January 1, 1976",https://www.goodreads.com/book_link/follow/1?book_id=30043&source=compareprices
1042,Journey to the Center of the Earth,Jules Verne,3.86,183207,6529,https://www.goodreads.com/book/show/32829.Journey_to_the_Center_of_the_Earth,https://www.goodreads.com/book/32829.Journey_to_the_Center_of_the_Earth/get_a_copy,240.0,"November 25, 1864",https://www.goodreads.com/book_link/follow/1?book_id=32829&source=compareprices
1043,Needful Things,Stephen King,3.95,236335,6522,https://www.goodreads.com/book/show/107291.Needful_Things,https://www.goodreads.com/book/107291.Needful_Things/get_a_copy,790.0,"October 1, 1991",https://www.goodreads.com/book_link/follow/1?book_id=107291&source=compareprices
1044,"School's Out—Forever (Maximum Ride, #2)",James Patterson,4.14,118162,6521,https://www.goodreads.com/book/show/13139.School_s_Out_Forever,https://www.goodreads.com/book/13139.School_s_Out_Forever/get_a_copy,409.0,"May 23, 2006",https://www.goodreads.com/book_link/follow/1?book_id=13139&source=compareprices
1045,The Forty Rules of Love,Elif Shafak,4.14,161136,6512,https://www.goodreads.com/book/show/6642715-the-forty-rules-of-love,https://www.goodreads.com/book/6642715-the-forty-rules-of-love/get_a_copy,354.0,"January 1, 2009",https://www.goodreads.com/book_link/follow/1?book_id=6642715&source=compareprices
1046,"To Live and Die in Fantasyland (To Live, #3)",Ben Peller,4.27,97,6499,https://www.goodreads.com/book/show/17889664-to-live-and-die-in-fantasyland,https://www.goodreads.com/book/17889664-to-live-and-die-in-fantasyland/get_a_copy,320.0,"May 1, 2013",https://www.goodreads.com/book_link/follow/1?book_id=17889664&source=compareprices
1047,Maus I: Un Survivant Raconte: Mon Père Saigne L'histoire,Art Spiegelman,4.37,306092,6498,https://www.goodreads.com/book/show/40490167-maus-i,https://www.goodreads.com/book/40490167-maus-i/get_a_copy,159.0,"August 12, 1986",https://www.goodreads.com/book_link/follow/1?book_id=40490167&source=compareprices
1049,"Scythe (Arc of a Scythe, #1)",Neal Shusterman,4.33,241737,6497,https://www.goodreads.com/book/show/28954189-scythe,https://www.goodreads.com/book/28954189-scythe/get_a_copy,435.0,"November 22, 2016",https://www.goodreads.com/book_link/follow/1?book_id=28954189&source=compareprices
1050,Outliers: The Story of Success,Malcolm Gladwell,4.19,719487,6496,https://www.goodreads.com/book/show/3228917-outliers,https://www.goodreads.com/book/3228917-outliers/get_a_copy,309.0,"November 18, 2008",https://www.goodreads.com/book_link/follow/1?book_id=3228917&source=compareprices
1051,"Storm Front (The Dresden Files, #1)",Jim Butcher,3.98,333167,6495,https://www.goodreads.com/book/show/47212.Storm_Front,https://www.goodreads.com/book/47212.Storm_Front/get_a_copy,355.0,"April 1, 2000",https://www.goodreads.com/book_link/follow/1?book_id=47212&source=compareprices
1052,The Tin Drum,Günter Grass,3.95,42193,6471,https://www.goodreads.com/book/show/35743.The_Tin_Drum,https://www.goodreads.com/book/35743.The_Tin_Drum/get_a_copy,580.0,"January 1, 1959",https://www.goodreads.com/book_link/follow/1?book_id=35743&source=compareprices
1053,Ubik,Philip K. Dick,4.1,99485,6467,https://www.goodreads.com/book/show/22590.Ubik,https://www.goodreads.com/book/22590.Ubik/get_a_copy,288.0,"May 1, 1969",https://www.goodreads.com/book_link/follow/1?book_id=22590&source=compareprices
1054,"Illuminae (The Illuminae Files, #1)",Amie Kaufman,4.25,144162,6453,https://www.goodreads.com/book/show/23395680-illuminae,https://www.goodreads.com/book/23395680-illuminae/get_a_copy,608.0,"October 20, 2015",https://www.goodreads.com/book_link/follow/1?book_id=23395680&source=compareprices
1055,The House in the Cerulean Sea,T.J. Klune,4.44,415466,6446,https://www.goodreads.com/book/show/45047384-the-house-in-the-cerulean-sea,https://www.goodreads.com/book/45047384-the-house-in-the-cerulean-sea/get_a_copy,394.0,"March 16, 2020",https://www.goodreads.com/book_link/follow/1?book_id=45047384&source=compareprices
1057,"Evernight (Evernight, #1)",Claudia Gray,3.65,79277,6433,https://www.goodreads.com/book/show/2722413-evernight,https://www.goodreads.com/book/2722413-evernight/get_a_copy,327.0,"May 27, 2008",https://www.goodreads.com/book_link/follow/1?book_id=2722413&source=compareprices
1058,A Town Like Alice,Nevil Shute,4.15,55135,6425,https://www.goodreads.com/book/show/107301.A_Town_Like_Alice,https://www.goodreads.com/book/107301.A_Town_Like_Alice/get_a_copy,359.0,"January 1, 1950",https://www.goodreads.com/book_link/follow/1?book_id=107301&source=compareprices
1059,A Scanner Darkly,Philip K. Dick,4.02,96866,6423,https://www.goodreads.com/book/show/14817.A_Scanner_Darkly,https://www.goodreads.com/book/14817.A_Scanner_Darkly/get_a_copy,219.0,"January 1, 1977",https://www.goodreads.com/book_link/follow/1?book_id=14817&source=compareprices
1060,"New Moon (The Twilight Saga, #2)",Stephenie Meyer,3.58,1780762,6421,https://www.goodreads.com/book/show/49041.New_Moon,https://www.goodreads.com/book/49041.New_Moon/get_a_copy,563.0,"September 6, 2006",https://www.goodreads.com/book_link/follow/1?book_id=49041&source=compareprices
1061,Chronicle of a Death Foretold,Gabriel García Márquez,3.97,168741,6411,https://www.goodreads.com/book/show/23878.Chronicle_of_a_Death_Foretold,https://www.goodreads.com/book/23878.Chronicle_of_a_Death_Foretold/get_a_copy,120.0,"January 1, 1981",https://www.goodreads.com/book_link/follow/1?book_id=23878&source=compareprices
1062,"A ​Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,4.43,469342,6405,https://www.goodreads.com/book/show/53138095-a-court-of-silver-flames,https://www.goodreads.com/book/53138095-a-court-of-silver-flames/get_a_copy,757.0,"February 16, 2021",https://www.goodreads.com/book_link/follow/1?book_id=53138095&source=compareprices
1064,The Tale of Despereaux,Kate DiCamillo,4.06,187390,6404,https://www.goodreads.com/book/show/37190.The_Tale_of_Despereaux,https://www.goodreads.com/book/37190.The_Tale_of_Despereaux/get_a_copy,272.0,"August 25, 2003",https://www.goodreads.com/book_link/follow/1?book_id=37190&source=compareprices
