,name,author,stars,ratings,goodreads_score,goodreads_link,get_copy,page_count,published_date,amazon_link
481,"Neuromancer (Sprawl, #1)",William Gibson,3.9,303940,22859,https://www.goodreads.com/book/show/6088007-neuromancer,https://www.goodreads.com/book/6088007-neuromancer/get_a_copy,292.0,"January 1, 1984",https://www.goodreads.com/book_link/follow/1?book_id=6088007&source=compareprices
482,To the Lighthouse,Virginia Woolf,3.8,164090,22743,https://www.goodreads.com/book/show/59716.To_the_Lighthouse,https://www.goodreads.com/book/59716.To_the_Lighthouse/get_a_copy,209.0,"May 5, 1927",https://www.goodreads.com/book_link/follow/1?book_id=59716&source=compareprices
483,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,4.09,443658,22734,https://www.goodreads.com/book/show/140225.The_Voyage_of_the_Dawn_Treader,https://www.goodreads.com/book/140225.The_Voyage_of_the_Dawn_Treader/get_a_copy,248.0,"September 15, 1952",https://www.goodreads.com/book_link/follow/1?book_id=140225&source=compareprices
484,The Age of Innocence,Edith Wharton,3.96,161263,22693,https://www.goodreads.com/book/show/53835.The_Age_of_Innocence,https://www.goodreads.com/book/53835.The_Age_of_Innocence/get_a_copy,293.0,"October 1, 1920",https://www.goodreads.com/book_link/follow/1?book_id=53835&source=compareprices
485,"The Lost Symbol (Robert Langdon, #3)",Dan Brown,3.74,582112,22482,https://www.goodreads.com/book/show/6411961-the-lost-symbol,https://www.goodreads.com/book/6411961-the-lost-symbol/get_a_copy,509.0,"September 15, 2009",https://www.goodreads.com/book_link/follow/1?book_id=6411961&source=compareprices
486,Dubliners,James Joyce,3.85,143607,22343,https://www.goodreads.com/book/show/11012.Dubliners,https://www.goodreads.com/book/11012.Dubliners/get_a_copy,207.0,"June 15, 1914",https://www.goodreads.com/book_link/follow/1?book_id=11012&source=compareprices
487,"I, Robot (Robot, #0.1)",Isaac Asimov,4.21,324295,22044,https://www.goodreads.com/book/show/41804.I_Robot,https://www.goodreads.com/book/41804.I_Robot/get_a_copy,224.0,"December 2, 1950",https://www.goodreads.com/book_link/follow/1?book_id=41804&source=compareprices
488,The Exorcist,William Peter Blatty,4.19,215202,22035,https://www.goodreads.com/book/show/179780.The_Exorcist,https://www.goodreads.com/book/179780.The_Exorcist/get_a_copy,385.0,"May 1, 1971",https://www.goodreads.com/book_link/follow/1?book_id=179780&source=compareprices
489,We Were Liars,E. Lockhart,3.71,986180,22016,https://www.goodreads.com/book/show/16143347-we-were-liars,https://www.goodreads.com/book/16143347-we-were-liars/get_a_copy,242.0,"May 13, 2014",https://www.goodreads.com/book_link/follow/1?book_id=16143347&source=compareprices
490,The Waste Land,T.S. Eliot,4.1,50451,21959,https://www.goodreads.com/book/show/34080.The_Waste_Land,https://www.goodreads.com/book/34080.The_Waste_Land/get_a_copy,320.0,"January 1, 1922",https://www.goodreads.com/book_link/follow/1?book_id=34080&source=compareprices
491,"Ignite Me (Shatter Me, #3)",Tahereh Mafi,4.46,307176,21904,https://www.goodreads.com/book/show/13188676-ignite-me,https://www.goodreads.com/book/13188676-ignite-me/get_a_copy,421.0,"February 4, 2014",https://www.goodreads.com/book_link/follow/1?book_id=13188676&source=compareprices
492,"Betrayed (House of Night, #2)",P.C. Cast,3.92,258436,21851,https://www.goodreads.com/book/show/676924.Betrayed,https://www.goodreads.com/book/676924.Betrayed/get_a_copy,310.0,"October 2, 2007",https://www.goodreads.com/book_link/follow/1?book_id=676924&source=compareprices
493,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,4.44,174582,21849,https://www.goodreads.com/book/show/42900.Lover_Awakened,https://www.goodreads.com/book/42900.Lover_Awakened/get_a_copy,434.0,"September 5, 2006",https://www.goodreads.com/book_link/follow/1?book_id=42900&source=compareprices
494,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.33,617099,21719,https://www.goodreads.com/book/show/10664113-a-dance-with-dragons,https://www.goodreads.com/book/10664113-a-dance-with-dragons/get_a_copy,1125.0,"July 12, 2011",https://www.goodreads.com/book_link/follow/1?book_id=10664113&source=compareprices
495,The Pearl,John Steinbeck,3.51,219239,21683,https://www.goodreads.com/book/show/5308.The_Pearl,https://www.goodreads.com/book/5308.The_Pearl/get_a_copy,96.0,"January 1, 1945",https://www.goodreads.com/book_link/follow/1?book_id=5308&source=compareprices
496,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,3.85,547071,21604,https://www.goodreads.com/book/show/137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood,https://www.goodreads.com/book/137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood/get_a_copy,383.0,"May 22, 1996",https://www.goodreads.com/book_link/follow/1?book_id=137791&source=compareprices
497,Persuasion,Jane Austen,4.15,640788,21313,https://www.goodreads.com/book/show/2156.Persuasion,https://www.goodreads.com/book/2156.Persuasion/get_a_copy,249.0,"December 20, 1817",https://www.goodreads.com/book_link/follow/1?book_id=2156&source=compareprices
498,The Twilight Collection,Stephenie Meyer,3.81,45637,21135,https://www.goodreads.com/book/show/690926.The_Twilight_Collection,https://www.goodreads.com/book/690926.The_Twilight_Collection/get_a_copy,1690.0,"November 1, 2007",https://www.goodreads.com/book_link/follow/1?book_id=690926&source=compareprices
499,A Little Life,Hanya Yanagihara,4.34,425361,21036,https://www.goodreads.com/book/show/22822858-a-little-life,https://www.goodreads.com/book/22822858-a-little-life/get_a_copy,720.0,"March 10, 2015",https://www.goodreads.com/book_link/follow/1?book_id=22822858&source=compareprices
500,"Voyager (Outlander, #3)",Diana Gabaldon,4.39,290625,21017,https://www.goodreads.com/book/show/10987.Voyager,https://www.goodreads.com/book/10987.Voyager/get_a_copy,870.0,"December 1, 1993",https://www.goodreads.com/book_link/follow/1?book_id=10987&source=compareprices
501,The Jungle,Upton Sinclair,3.76,139189,21008,https://www.goodreads.com/book/show/41681.The_Jungle,https://www.goodreads.com/book/41681.The_Jungle/get_a_copy,335.0,"February 25, 1905",https://www.goodreads.com/book_link/follow/1?book_id=41681&source=compareprices
502,"Untamed (House of Night, #4)",P.C. Cast,3.94,228738,20937,https://www.goodreads.com/book/show/2866718-untamed,https://www.goodreads.com/book/2866718-untamed/get_a_copy,338.0,"September 23, 2008",https://www.goodreads.com/book_link/follow/1?book_id=2866718&source=compareprices
503,Everything is Illuminated,Jonathan Safran Foer,3.89,175219,20859,https://www.goodreads.com/book/show/256566.Everything_is_Illuminated,https://www.goodreads.com/book/256566.Everything_is_Illuminated/get_a_copy,276.0,"January 1, 2002",https://www.goodreads.com/book_link/follow/1?book_id=256566&source=compareprices
504,"I, Claudius (Claudius, #1)",Robert Graves,4.24,62763,20762,https://www.goodreads.com/book/show/18765.I_Claudius,https://www.goodreads.com/book/18765.I_Claudius/get_a_copy,468.0,"January 1, 1934",https://www.goodreads.com/book_link/follow/1?book_id=18765&source=compareprices
505,The Republic,Plato,3.96,192381,20658,https://www.goodreads.com/book/show/30289.The_Republic,https://www.goodreads.com/book/30289.The_Republic/get_a_copy,416.0,"January 1, 376",https://www.goodreads.com/book_link/follow/1?book_id=30289&source=compareprices
506,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,4.08,830624,20617,https://www.goodreads.com/book/show/26032825-the-cruel-prince,https://www.goodreads.com/book/26032825-the-cruel-prince/get_a_copy,370.0,"January 2, 2018",https://www.goodreads.com/book_link/follow/1?book_id=26032825&source=compareprices
507,Me Talk Pretty One Day,David Sedaris,4.0,676632,20477,https://www.goodreads.com/book/show/4137.Me_Talk_Pretty_One_Day,https://www.goodreads.com/book/4137.Me_Talk_Pretty_One_Day/get_a_copy,272.0,"January 1, 2000",https://www.goodreads.com/book_link/follow/1?book_id=4137&source=compareprices
508,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,4.56,449887,20472,https://www.goodreads.com/book/show/18006496-queen-of-shadows,https://www.goodreads.com/book/18006496-queen-of-shadows/get_a_copy,648.0,"September 1, 2015",https://www.goodreads.com/book_link/follow/1?book_id=18006496&source=compareprices
509,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.55,814893,20460,https://www.goodreads.com/book/show/838729.The_Return_of_the_King,https://www.goodreads.com/book/838729.The_Return_of_the_King/get_a_copy,385.0,"October 20, 1955",https://www.goodreads.com/book_link/follow/1?book_id=838729&source=compareprices
510,A Room with a View,E.M. Forster,3.9,172574,20364,https://www.goodreads.com/book/show/3087.A_Room_with_a_View,https://www.goodreads.com/book/3087.A_Room_with_a_View/get_a_copy,119.0,"January 1, 1908",https://www.goodreads.com/book_link/follow/1?book_id=3087&source=compareprices
511,"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,4.01,257241,20276,https://www.goodreads.com/book/show/84369.The_Last_Battle,https://www.goodreads.com/book/84369.The_Last_Battle/get_a_copy,288.0,"September 4, 1956",https://www.goodreads.com/book_link/follow/1?book_id=84369&source=compareprices
512,"The 5th Wave (The 5th Wave, #1)",Rick Yancey,4.02,438461,20260,https://www.goodreads.com/book/show/16101128-the-5th-wave,https://www.goodreads.com/book/16101128-the-5th-wave/get_a_copy,457.0,"May 7, 2013",https://www.goodreads.com/book_link/follow/1?book_id=16101128&source=compareprices
513,Snow Falling on Cedars,David Guterson,3.85,180700,20011,https://www.goodreads.com/book/show/77142.Snow_Falling_on_Cedars,https://www.goodreads.com/book/77142.Snow_Falling_on_Cedars/get_a_copy,460.0,"September 12, 1994",https://www.goodreads.com/book_link/follow/1?book_id=77142&source=compareprices
514,Bleak House,Charles Dickens,4.01,105053,19935,https://www.goodreads.com/book/show/31242.Bleak_House,https://www.goodreads.com/book/31242.Bleak_House/get_a_copy,1017.0,"January 1, 1853",https://www.goodreads.com/book_link/follow/1?book_id=31242&source=compareprices
515,"Chosen (House of Night, #3)",P.C. Cast,3.91,236640,19696,https://www.goodreads.com/book/show/1326258.Chosen,https://www.goodreads.com/book/1326258.Chosen/get_a_copy,307.0,"March 4, 2008",https://www.goodreads.com/book_link/follow/1?book_id=1326258&source=compareprices
516,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,4.29,914405,19454,https://www.goodreads.com/book/show/3777732-city-of-glass,https://www.goodreads.com/book/3777732-city-of-glass/get_a_copy,541.0,"March 24, 2009",https://www.goodreads.com/book_link/follow/1?book_id=3777732&source=compareprices
517,The Elephant Tree,R.D. Ronald,3.69,26609,19297,https://www.goodreads.com/book/show/9293020-the-elephant-tree,https://www.goodreads.com/book/9293020-the-elephant-tree/get_a_copy,252.0,"August 23, 2010",
518,The God Delusion,Richard Dawkins,3.9,258033,19078,https://www.goodreads.com/book/show/14743.The_God_Delusion,https://www.goodreads.com/book/14743.The_God_Delusion/get_a_copy,374.0,"October 1, 2006",https://www.goodreads.com/book_link/follow/1?book_id=14743&source=compareprices
519,Of Human Bondage,W. Somerset Maugham,4.13,54296,18992,https://www.goodreads.com/book/show/31548.Of_Human_Bondage,https://www.goodreads.com/book/31548.Of_Human_Bondage/get_a_copy,684.0,"January 1, 1915",https://www.goodreads.com/book_link/follow/1?book_id=31548&source=compareprices
520,A Christmas Carol,Charles Dickens,4.07,769085,18897,https://www.goodreads.com/book/show/5326.A_Christmas_Carol,https://www.goodreads.com/book/5326.A_Christmas_Carol/get_a_copy,104.0,"December 17, 1843",https://www.goodreads.com/book_link/follow/1?book_id=5326&source=compareprices
521,The Complete Poems of Emily Dickinson,Emily Dickinson,4.26,91059,18877,https://www.goodreads.com/book/show/112204.The_Complete_Poems_of_Emily_Dickinson,https://www.goodreads.com/book/112204.The_Complete_Poems_of_Emily_Dickinson/get_a_copy,716.0,"January 1, 1890",https://www.goodreads.com/book_link/follow/1?book_id=112204&source=compareprices
522,The War of the Worlds,H.G. Wells,3.83,290507,18821,https://www.goodreads.com/book/show/8909.The_War_of_the_Worlds,https://www.goodreads.com/book/8909.The_War_of_the_Worlds/get_a_copy,192.0,"January 1, 1897",https://www.goodreads.com/book_link/follow/1?book_id=8909&source=compareprices
523,World War Z: An Oral History of the Zombie War,Max Brooks,4.02,496713,18772,https://www.goodreads.com/book/show/8908.World_War_Z,https://www.goodreads.com/book/8908.World_War_Z/get_a_copy,342.0,"September 12, 2006",https://www.goodreads.com/book_link/follow/1?book_id=8908&source=compareprices
524,North and South,Elizabeth Gaskell,4.15,160799,18733,https://www.goodreads.com/book/show/156538.North_and_South,https://www.goodreads.com/book/156538.North_and_South/get_a_copy,521.0,"January 1, 1854",https://www.goodreads.com/book_link/follow/1?book_id=156538&source=compareprices
525,"Angels & Demons (Robert Langdon, #1)",Dan Brown,3.93,3046324,18712,https://www.goodreads.com/book/show/960.Angels_Demons,https://www.goodreads.com/book/960.Angels_Demons/get_a_copy,736.0,"May 1, 2000",https://www.goodreads.com/book_link/follow/1?book_id=960&source=compareprices
526,Brideshead Revisited,Evelyn Waugh,4.01,104846,18703,https://www.goodreads.com/book/show/30933.Brideshead_Revisited,https://www.goodreads.com/book/30933.Brideshead_Revisited/get_a_copy,351.0,"January 1, 1945",https://www.goodreads.com/book_link/follow/1?book_id=30933&source=compareprices
527,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,4.49,793193,18677,https://www.goodreads.com/book/show/32075671-the-hate-u-give,https://www.goodreads.com/book/32075671-the-hate-u-give/get_a_copy,454.0,"February 28, 2017",https://www.goodreads.com/book_link/follow/1?book_id=32075671&source=compareprices
528,"The Elite (The Selection, #2)",Kiera Cass,3.96,677679,18593,https://www.goodreads.com/book/show/16248068-the-elite,https://www.goodreads.com/book/16248068-the-elite/get_a_copy,336.0,"April 23, 2013",https://www.goodreads.com/book_link/follow/1?book_id=16248068&source=compareprices
529,The Goldfinch,Donna Tartt,3.93,852660,18591,https://www.goodreads.com/book/show/17333223-the-goldfinch,https://www.goodreads.com/book/17333223-the-goldfinch/get_a_copy,864.0,"September 23, 2013",https://www.goodreads.com/book_link/follow/1?book_id=17333223&source=compareprices
530,"Bloodlines (Bloodlines, #1)",Richelle Mead,4.2,181186,18524,https://www.goodreads.com/book/show/8709527-bloodlines,https://www.goodreads.com/book/8709527-bloodlines/get_a_copy,432.0,"August 23, 2011",https://www.goodreads.com/book_link/follow/1?book_id=8709527&source=compareprices
531,"A Discovery of Witches (All Souls, #1)",Deborah Harkness,4.02,454990,18503,https://www.goodreads.com/book/show/8667848-a-discovery-of-witches,https://www.goodreads.com/book/8667848-a-discovery-of-witches/get_a_copy,579.0,"February 8, 2011",https://www.goodreads.com/book_link/follow/1?book_id=8667848&source=compareprices
532,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,4.05,339699,18437,https://www.goodreads.com/book/show/17675462-the-raven-boys,https://www.goodreads.com/book/17675462-the-raven-boys/get_a_copy,409.0,"September 18, 2012",https://www.goodreads.com/book_link/follow/1?book_id=17675462&source=compareprices
533,"The Iron King (The Iron Fey, #1)",Julie Kagawa,3.88,207424,18377,https://www.goodreads.com/book/show/6644117-the-iron-king,https://www.goodreads.com/book/6644117-the-iron-king/get_a_copy,363.0,"January 19, 2010",https://www.goodreads.com/book_link/follow/1?book_id=6644117&source=compareprices
534,Snow Crash,Neal Stephenson,4.03,265247,18333,https://www.goodreads.com/book/show/40651883-snow-crash,https://www.goodreads.com/book/40651883-snow-crash/get_a_copy,559.0,"June 1, 1992",https://www.goodreads.com/book_link/follow/1?book_id=40651883&source=compareprices
535,"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,4.11,111227,18279,https://www.goodreads.com/book/show/11901.The_Witching_Hour,https://www.goodreads.com/book/11901.The_Witching_Hour/get_a_copy,1207.0,"October 1, 1990",https://www.goodreads.com/book_link/follow/1?book_id=11901&source=compareprices
536,"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,4.12,241169,18255,https://www.goodreads.com/book/show/43889.Wizard_s_First_Rule,https://www.goodreads.com/book/43889.Wizard_s_First_Rule/get_a_copy,836.0,"August 15, 1994",https://www.goodreads.com/book_link/follow/1?book_id=43889&source=compareprices
537,"Unwind (Unwind, #1)",Neal Shusterman,4.17,215708,18248,https://www.goodreads.com/book/show/764347.Unwind,https://www.goodreads.com/book/764347.Unwind/get_a_copy,337.0,"November 6, 2007",https://www.goodreads.com/book_link/follow/1?book_id=764347&source=compareprices
538,The Woman in White,Wilkie Collins,4.0,146206,18239,https://www.goodreads.com/book/show/5890.The_Woman_in_White,https://www.goodreads.com/book/5890.The_Woman_in_White/get_a_copy,672.0,"November 26, 1859",https://www.goodreads.com/book_link/follow/1?book_id=5890&source=compareprices
